color1,color2,color3,class
#9d7a54,#c4b9b1,#58341b,apple_pie
#d5c5b4,#503627,#9b8879,apple_pie
#784112,#d8b770,#ae843b,apple_pie
#582411,#c2bbb5,#897b63,apple_pie
#47291c,#7b644e,#bdb8b1,apple_pie
#877764,#362b2d,#bdbaa9,apple_pie
#ead2bf,#4c3130,#a57458,apple_pie
#2a1710,#c2c7c5,#995e1b,apple_pie
#d6bb6f,#261916,#937237,apple_pie
#d79a59,#5c4035,#e4d7c2,apple_pie
#4f2e18,#cdb991,#977955,apple_pie
#c2c6c8,#383525,#908579,apple_pie
#a4aaa7,#302d23,#6c6e68,apple_pie
#d4c4b0,#35180f,#885a3b,apple_pie
#542a08,#c3be93,#926525,apple_pie
#231e1e,#d8cbb6,#916a4d,apple_pie
#646872,#382e22,#b2ac99,apple_pie
#472412,#c2c8cb,#816750,apple_pie
#876447,#bdc0bb,#422920,apple_pie
#9c715e,#452a2e,#cdbbb1,apple_pie
#682b17,#e9e3de,#c5a07f,apple_pie
#3a1e13,#926e4e,#d2c5b3,apple_pie
#3c261f,#d78b31,#e6e4d6,apple_pie
#11160d,#bac0c0,#715c42,apple_pie
#96a9b5,#191d1f,#866c4d,apple_pie
#c57b44,#733321,#f5debe,apple_pie
#b78766,#944529,#d7b9bb,apple_pie
#3f2d1e,#dfb266,#736745,apple_pie
#453122,#b8c0c0,#796c5f,apple_pie
#251f20,#cfc7c0,#9b6a5d,apple_pie
#592d1c,#957f6f,#eaddb9,apple_pie
#8f7555,#c9baa3,#44382c,apple_pie
#b8a87f,#3f2808,#87712e,apple_pie
#814023,#c28954,#d8bfa5,apple_pie
#8a7a5a,#76511e,#321e0d,apple_pie
#1a5da0,#bab4a6,#6a5144,apple_pie
#a0984d,#585732,#182316,apple_pie
#676d6d,#050427,#d3ddbc,apple_pie
#ad793f,#c6c4d2,#65391d,apple_pie
#ad8945,#f0d48f,#493c20,apple_pie
#909591,#261c0b,#605544,apple_pie
#564021,#ebd1cc,#ad8949,apple_pie
#676537,#111106,#a4a96e,apple_pie
#7e6943,#29160c,#a3916c,apple_pie
#784b2f,#e1d8d6,#b1927b,apple_pie
#270c09,#c2c3c1,#7f6650,apple_pie
#dce4de,#ceba79,#8e5e2a,apple_pie
#5f472b,#9d987d,#13120f,apple_pie
#969289,#45321d,#69635b,apple_pie
#674e31,#d4d7cf,#a8926a,apple_pie
#a29e94,#0f0e19,#60525f,apple_pie
#8e6c36,#5a3616,#b4a073,apple_pie
#471c0f,#b9b3b0,#975729,apple_pie
#272c32,#f3f1f3,#987470,apple_pie
#aa7477,#d3c7ea,#683334,apple_pie
#3d3227,#ab6e28,#cda962,apple_pie
#989895,#766b5e,#412b19,apple_pie
#4b4b4d,#958d8a,#7e6859,apple_pie
#814a2a,#eadfcf,#c59b73,apple_pie
#a49214,#4a3a06,#ced245,apple_pie
#98978d,#e5e8e1,#524733,apple_pie
#292215,#87887f,#6c685a,apple_pie
#6e4a1e,#cadfcf,#9e9c82,apple_pie
#d4cec8,#763008,#a96b2b,apple_pie
#442210,#e9e9d4,#b9872f,apple_pie
#352318,#8d8247,#d5bf81,apple_pie
#636055,#231d17,#424632,apple_pie
#644846,#482413,#83636a,apple_pie
#dad5cf,#b96f35,#633218,apple_pie
#a17a49,#362519,#c4c6ca,apple_pie
#1a0e07,#a46d53,#cdc1d4,apple_pie
#0f0200,#752404,#e1790e,apple_pie
#6e3116,#cdb58d,#a54923,apple_pie
#e18f32,#bf4b0d,#8a1e07,apple_pie
#c79d5b,#974b13,#eaebd8,apple_pie
#4c3224,#dcd9cf,#7b8185,apple_pie
#644222,#a2acb3,#908066,apple_pie
#e4a30c,#5b3617,#9f9073,apple_pie
#ab481b,#dac7c1,#370f0a,apple_pie
#cf965c,#e6ddd2,#a2602e,apple_pie
#9a6f3e,#b1a993,#3f2611,apple_pie
#ce5e25,#1e0a03,#8e3711,apple_pie
#24211a,#b6b1a0,#86734e,apple_pie
#c5cfd3,#50392e,#ccbb0f,apple_pie
#ab7e4e,#571c04,#8b5a2b,apple_pie
#c0b68d,#9f7824,#362e1c,apple_pie
#b08a6a,#b5bfcc,#74441f,apple_pie
#573922,#d5e1e3,#a18662,apple_pie
#afab95,#311b0b,#896e44,apple_pie
#9b8e5e,#452f20,#dad9bf,apple_pie
#b6b49f,#402d16,#837951,apple_pie
#c6dad4,#23211b,#8f6a34,apple_pie
#522b20,#c33e09,#bdae7c,apple_pie
#111311,#989fa2,#5c4735,apple_pie
#7e5834,#b3ada5,#48210d,apple_pie
#d8d0ce,#0a0f13,#847f68,apple_pie
#aab0b2,#5c554d,#977d5e,apple_pie
#959290,#2f1e0f,#704e27,apple_pie
#e7e3dd,#66381a,#b39067,apple_pie
#cd8c23,#53250f,#d2bd8d,apple_pie
#d3bd93,#9e703e,#3d241b,apple_pie
#68645f,#8e9090,#37271b,apple_pie
#b2bfc3,#9f7f52,#5b4232,apple_pie
#cfbdb8,#5c341b,#936e52,apple_pie
#ebd6b3,#713714,#bf9864,apple_pie
#c2772f,#dabc98,#300e0a,apple_pie
#dba855,#923306,#bd7a2c,apple_pie
#e4e6e1,#a37944,#cdaf82,apple_pie
#ccccbd,#17190c,#937840,apple_pie
#ba95c7,#401009,#da4614,apple_pie
#e1cfb7,#2a2220,#8a7867,apple_pie
#23100b,#e98f51,#9a3b16,apple_pie
#b4bcb9,#382313,#7b7363,apple_pie
#959a6d,#492c0a,#725f24,apple_pie
#53250f,#949393,#6f5545,apple_pie
#8c5d34,#261917,#bbaf8f,apple_pie
#fbe2ca,#90391c,#ba7242,apple_pie
#8ca5e8,#36142e,#8d5d73,apple_pie
#f06308,#250705,#b01b05,apple_pie
#6e2a37,#e0dcce,#a99985,apple_pie
#38190c,#bfb7ad,#826951,apple_pie
#bbc2c4,#7f6857,#3a2721,apple_pie
#91654f,#7d2522,#9b8e89,apple_pie
#ae9382,#110f0f,#876344,apple_pie
#c84b07,#f89e0c,#fcfaee,apple_pie
#140e07,#a29f94,#6e4f30,apple_pie
#816252,#573022,#bec3c8,apple_pie
#523a15,#e6e4d2,#938461,apple_pie
#39132d,#bf6145,#edd6ab,apple_pie
#edd6ab,#bf6145,#39132d,apple_pie
#7e7e75,#c3c9c1,#352111,apple_pie
#b0a47f,#8b541f,#a88046,apple_pie
#89857a,#6d411c,#191309,apple_pie
#221c0b,#835c2d,#d9c490,apple_pie
#68713d,#a6b468,#3c3710,apple_pie
#3b2812,#d4d0a0,#9b8246,apple_pie
#af6c21,#120804,#511f0e,apple_pie
#191409,#6c5c39,#bec09a,apple_pie
#69624a,#130e0b,#a5b1b3,apple_pie
#d3ccb9,#70543a,#a9a192,apple_pie
#a7abaa,#866d34,#452005,apple_pie
#919696,#6c6956,#363720,apple_pie
#271c10,#7f7663,#5a4329,apple_pie
#ebf0e1,#94661b,#bbb993,apple_pie
#e2dadc,#b57c2f,#4c6d0f,apple_pie
#93979c,#664832,#8d7155,apple_pie
#699357,#d5e2e2,#0f460b,apple_pie
#a5866d,#dbd4d5,#4c393a,apple_pie
#af6218,#d6b662,#321e0b,apple_pie
#e0cda6,#603b1b,#ab9267,apple_pie
#945b1d,#d4d9d8,#412616,apple_pie
#957f47,#a9b08e,#643712,apple_pie
#7b310f,#e7ded1,#ba6629,apple_pie
#867c6f,#554030,#c5c8c7,apple_pie
#331b19,#83808c,#c9d1cb,apple_pie
#803d1f,#e1e2dd,#b98247,apple_pie
#3e1e26,#bb824d,#f1ebd3,apple_pie
#766957,#362920,#a9aaa7,apple_pie
#559973,#eee2a8,#232618,apple_pie
#e8d8df,#4e1b19,#ca7737,apple_pie
#463c31,#687076,#839fbd,apple_pie
#d8904c,#c06f27,#5f3519,apple_pie
#c9c1a7,#461a13,#974d20,apple_pie
#a84621,#e0c7c6,#240805,apple_pie
#9d7929,#e1cf89,#3b290f,apple_pie
#65452c,#927856,#371410,apple_pie
#baa176,#4c351d,#906a3b,apple_pie
#392a15,#a5ada1,#77603a,apple_pie
#c38c46,#342924,#835e37,apple_pie
#9f814c,#b5aca8,#745327,apple_pie
#a29480,#c7d2d5,#5a311b,apple_pie
#e8e8d8,#be801c,#90948d,apple_pie
#251211,#aaa894,#593728,baby_back_ribs
#88563a,#dec076,#36221b,baby_back_ribs
#ac8f7e,#693824,#220f09,baby_back_ribs
#4d2d20,#100c0b,#7d6c49,baby_back_ribs
#562122,#1a090a,#925f52,baby_back_ribs
#462108,#0e0802,#6c441e,baby_back_ribs
#87786b,#f5faf3,#3a3c38,baby_back_ribs
#492d28,#a37e58,#efebe5,baby_back_ribs
#3e2110,#e9e7d1,#c79935,baby_back_ribs
#8e613d,#dcceb9,#31180f,baby_back_ribs
#9b4623,#e0b278,#3c1315,baby_back_ribs
#45200f,#dec886,#926132,baby_back_ribs
#9a705d,#451c16,#e2cabb,baby_back_ribs
#988070,#301817,#d2c4b2,baby_back_ribs
#a8754a,#e0d8c4,#533023,baby_back_ribs
#431f0e,#d1b4aa,#8f5b34,baby_back_ribs
#33221a,#bfcfca,#8a7663,baby_back_ribs
#765d2f,#e1e3ce,#2e2624,baby_back_ribs
#d1beaa,#8f6d5c,#4b2e29,baby_back_ribs
#af806e,#573032,#d6ccbb,baby_back_ribs
#f2d2b8,#471f18,#c97b4a,baby_back_ribs
#352928,#dae3d9,#9f9774,baby_back_ribs
#352012,#896849,#cdb8ab,baby_back_ribs
#ad7359,#5b3022,#dfbdb8,baby_back_ribs
#37252a,#ddd0bd,#88654c,baby_back_ribs
#261715,#dbd3b4,#887956,baby_back_ribs
#f2f1e4,#572b11,#dcc623,baby_back_ribs
#a99a86,#ebefe8,#683529,baby_back_ribs
#d2e1cb,#322922,#8d9278,baby_back_ribs
#372513,#958f4c,#e9f6da,baby_back_ribs
#867562,#44181b,#e8dc92,baby_back_ribs
#957d55,#e7e2e1,#45260b,baby_back_ribs
#6f2806,#cea579,#b75512,baby_back_ribs
#f0f1e5,#3a2f22,#ab8d3b,baby_back_ribs
#26180b,#7d4221,#b98b60,baby_back_ribs
#ddd8c6,#4d3127,#b39671,baby_back_ribs
#c79164,#3d1418,#7a3527,baby_back_ribs
#181114,#897f68,#604934,baby_back_ribs
#db9752,#7a1209,#faf2da,baby_back_ribs
#c98a21,#f6eba7,#60220a,baby_back_ribs
#5b3536,#fbf7e2,#b88167,baby_back_ribs
#c2a162,#6e4d1d,#ddc99e,baby_back_ribs
#1f0d0d,#9e7c59,#783f1d,baby_back_ribs
#92724c,#382516,#dad0b5,baby_back_ribs
#572815,#d8d3cc,#a98c50,baby_back_ribs
#381d11,#5a412b,#0f0708,baby_back_ribs
#91948c,#171015,#534c47,baby_back_ribs
#eecb9e,#5a1c0e,#ce6542,baby_back_ribs
#391204,#b79c87,#86441c,baby_back_ribs
#140907,#939587,#5d564a,baby_back_ribs
#a7a292,#1b0b08,#755636,baby_back_ribs
#d5cea6,#5a240e,#9b8659,baby_back_ribs
#e7e0d1,#542b23,#bf976e,baby_back_ribs
#53170d,#e2ae7b,#a55c33,baby_back_ribs
#29221f,#aeaeaa,#7c5947,baby_back_ribs
#c2bfbc,#483020,#977967,baby_back_ribs
#b24a16,#d99b66,#69240d,baby_back_ribs
#c97f46,#5f2d19,#e7cda3,baby_back_ribs
#512c33,#d0e1c7,#ada25a,baby_back_ribs
#ede8dd,#7a3635,#bd8274,baby_back_ribs
#dd9d4d,#512018,#e7cea9,baby_back_ribs
#b57f3f,#4e2b10,#e7e0d0,baby_back_ribs
#351712,#e8e7dd,#745a51,baby_back_ribs
#978674,#e8e5e0,#2a1108,baby_back_ribs
#1e0908,#6b4426,#4a2415,baby_back_ribs
#9c813c,#eef0c9,#50380b,baby_back_ribs
#7d6339,#d4c5a3,#412513,baby_back_ribs
#d8dee9,#321a10,#8f876c,baby_back_ribs
#808374,#d2e9e7,#40443c,baby_back_ribs
#d9ccb1,#39190d,#786033,baby_back_ribs
#a2a89c,#291a0b,#907a2b,baby_back_ribs
#512836,#a5734a,#dadacc,baby_back_ribs
#f8f7ad,#6f2606,#e1a10f,baby_back_ribs
#e8c49b,#c45146,#3e1b17,baby_back_ribs
#d9cfc2,#221409,#916543,baby_back_ribs
#231307,#f2f3ed,#845a3c,baby_back_ribs
#502a1a,#c2934a,#fcf6d1,baby_back_ribs
#342225,#d8d9cb,#837264,baby_back_ribs
#b79373,#712a19,#e0dcd0,baby_back_ribs
#442519,#6f4b33,#1e0d09,baby_back_ribs
#e3c9ad,#62301f,#c28353,baby_back_ribs
#c74679,#4b2330,#e38ac6,baby_back_ribs
#2d130e,#f4f0ea,#b8704e,baby_back_ribs
#281a15,#ebf1e6,#966e48,baby_back_ribs
#422017,#f2dfc7,#aa7f52,baby_back_ribs
#cbc8c0,#482818,#8a6f51,baby_back_ribs
#dedccb,#a89970,#2a1715,baby_back_ribs
#dd63d8,#ddb52e,#fbe5f8,baby_back_ribs
#4d2121,#eacae8,#c48372,baby_back_ribs
#b7803f,#491d13,#e9d6bd,baby_back_ribs
#dca92c,#6b330d,#f5e8a3,baby_back_ribs
#a06c53,#441f14,#d5cac6,baby_back_ribs
#89887b,#3e3d37,#dae3de,baby_back_ribs
#aa9e7c,#3a2a1e,#e7ece6,baby_back_ribs
#b6882f,#431f0c,#f3e4a9,baby_back_ribs
#af6c46,#e4cbaf,#401714,baby_back_ribs
#f1ecb2,#b66d16,#3c1b0a,baby_back_ribs
#e6bc86,#c75945,#663022,baby_back_ribs
#f6f4e7,#3c2829,#b79a7a,baby_back_ribs
#efd19e,#b27c32,#633313,baby_back_ribs
#4d2d23,#e5d7c6,#a17d53,baby_back_ribs
#ec9e07,#642a06,#ebcd62,baby_back_ribs
#ecb548,#5c221c,#f7eacd,baby_back_ribs
#b29660,#48140e,#f5ecd5,baby_back_ribs
#aa9977,#4e1b0f,#e9eedf,baby_back_ribs
#e7c9a2,#532d21,#c58b5a,baby_back_ribs
#321a15,#845947,#c7ad98,baby_back_ribs
#4a261e,#dcd6d1,#926e59,baby_back_ribs
#eddcb2,#451b18,#c0804b,baby_back_ribs
#bbbeae,#2c1d17,#72583e,baby_back_ribs
#9c8942,#dce7c7,#22201b,baby_back_ribs
#cccfb9,#421f07,#d6aa24,baby_back_ribs
#431d15,#d5b69c,#a47553,baby_back_ribs
#211a16,#bbc0bd,#907c5f,baby_back_ribs
#452b15,#f5f7ea,#bcae6b,baby_back_ribs
#f1e3c0,#5f2f22,#a06f53,baby_back_ribs
#998375,#cde2e0,#50484f,baby_back_ribs
#3e2308,#f5de65,#c47d0b,baby_back_ribs
#53341d,#9c7e59,#e8dcc0,baby_back_ribs
#42230f,#eaeee6,#71734b,baby_back_ribs
#cfd2d2,#592d0e,#6f787e,baby_back_ribs
#ad6234,#eff2ee,#6c1809,baby_back_ribs
#76654e,#2a1b0f,#b6b3a0,baby_back_ribs
#f0efe3,#4f231c,#a57c6a,baby_back_ribs
#807163,#b3b7b3,#121514,baby_back_ribs
#d9b480,#5f2422,#a56340,baby_back_ribs
#1d0b09,#eeceb4,#ae674f,baby_back_ribs
#571b13,#ded7bf,#b45a41,baby_back_ribs
#1d150a,#b7b89d,#67644f,baby_back_ribs
#18151f,#acc1e9,#7f6e65,baby_back_ribs
#aa8664,#3e1e10,#cfcbd7,baby_back_ribs
#cec2b5,#522d18,#a17c43,baby_back_ribs
#2e0702,#eae3c5,#9b733e,baby_back_ribs
#6b260e,#f5e8b2,#d08321,baby_back_ribs
#6a3019,#f6e3cf,#df8e34,baby_back_ribs
#b9bdc0,#4f1f18,#8f6d5d,baby_back_ribs
#d1d2c9,#49281c,#8c6d52,baby_back_ribs
#b8b399,#130e1d,#695f60,baby_back_ribs
#a27954,#2a1c25,#e3dec0,baby_back_ribs
#c0cfd1,#412b20,#9b8466,baby_back_ribs
#796246,#2c150a,#e5e6e6,baby_back_ribs
#1a0d03,#e4da9d,#9d6924,baby_back_ribs
#291a18,#d0cabc,#968262,baby_back_ribs
#2b0f3d,#d6bac8,#8c4c7d,baby_back_ribs
#b96d4c,#dedbaf,#351b20,baby_back_ribs
#995d47,#d3c2a0,#261b24,baby_back_ribs
#dda32e,#dbdfdd,#432623,baby_back_ribs
#4d2c1e,#caccc6,#93785e,baby_back_ribs
#786b5a,#181914,#bcb5ad,baby_back_ribs
#835c18,#bea11e,#3b110e,baby_back_ribs
#d0d7c3,#220d0a,#8e7e5e,baby_back_ribs
#e3b330,#532115,#f7f3c2,baby_back_ribs
#272117,#969686,#6e592a,baby_back_ribs
#c6a27e,#210e0c,#6f523b,baby_back_ribs
#491510,#a7543d,#eed0b2,baby_back_ribs
#535d65,#06080e,#d4ddd8,baby_back_ribs
#140a1b,#e7e57b,#8e6441,baby_back_ribs
#b4c09c,#170715,#7b4041,baby_back_ribs
#856641,#e2ceae,#2d1b16,baby_back_ribs
#291310,#dddcd8,#81776b,baby_back_ribs
#412b23,#eaece6,#96857c,baby_back_ribs
#3c2316,#aa8e4d,#cebfa8,baby_back_ribs
#512f18,#dceae9,#a78656,baby_back_ribs
#b0a18a,#24191f,#e3e7e2,baby_back_ribs
#703219,#eee7cf,#c19150,baby_back_ribs
#634c44,#a4a197,#351f21,baby_back_ribs
#1d1718,#8c6441,#e5e2d2,baby_back_ribs
#90775a,#372816,#c1c1ad,baby_back_ribs
#b78c6f,#f1e0cc,#4b2b21,baby_back_ribs
#d7a12d,#faebcb,#3c190e,baby_back_ribs
#ebdd9b,#8b2f0c,#e5aa43,baby_back_ribs
#753c19,#e4d3af,#2d160d,baby_back_ribs
#60290d,#e4d6cd,#d2a431,baby_back_ribs
#ddca9f,#54251a,#997551,baby_back_ribs
#dfd2c1,#331815,#a77848,baby_back_ribs
#ece2c8,#381d1c,#b08b6a,baby_back_ribs
#e7dac5,#ab835c,#331b15,baby_back_ribs
#87613b,#441b0e,#b4a8a0,baby_back_ribs
#a8a9a0,#28190e,#827035,baby_back_ribs
#d5c296,#391b17,#d2522c,baby_back_ribs
#eff1d9,#3d2923,#909463,baby_back_ribs
#352b24,#877956,#c5c2ac,baby_back_ribs
#b1ada3,#201406,#4f4332,baby_back_ribs
#b7c2c1,#2a2417,#988041,baby_back_ribs
#421e28,#cac5cc,#aa6e63,baby_back_ribs
#402720,#af7e50,#d0d3ce,baby_back_ribs
#d5cbc5,#1f1914,#6e544a,baby_back_ribs
#7a7774,#4a3c34,#b4b4b2,baby_back_ribs
#e1cb4c,#774338,#e8e4b4,baby_back_ribs
#673634,#b38c64,#e4e2d3,baby_back_ribs
#d1d7c9,#281c1d,#7f7d64,baby_back_ribs
#341c11,#dde3de,#936c45,baby_back_ribs
#936f51,#250f0b,#d5ccc7,baby_back_ribs
#320f0d,#cfa454,#8e5b26,baby_back_ribs
#1f180a,#ded145,#8f5a0d,baby_back_ribs
#34120e,#dab59b,#7f4431,baby_back_ribs
#997a98,#56354e,#cfc5de,baby_back_ribs
#f4df20,#753213,#f8f5c0,baby_back_ribs
#855d4a,#361b14,#e5d3c1,baby_back_ribs
#a87c6f,#341b1e,#cfbdd3,baby_back_ribs
#dce6e6,#422925,#b5a97d,baby_back_ribs
#a0796a,#dfd8dc,#3e1320,baby_back_ribs
#31201c,#c2c0bb,#817164,baby_back_ribs
#322e17,#e2e4da,#847b64,baby_back_ribs
#61151d,#f5d6aa,#b7775c,baby_back_ribs
#512015,#b58b52,#e3d4b3,baby_back_ribs
#775d57,#e8f1e9,#b9a88d,baby_back_ribs
#ae824f,#e3dcc8,#2a1a16,baby_back_ribs
#ebe0cd,#5a2d20,#ad8e74,baby_back_ribs
#3a3f27,#88916d,#14100b,baby_back_ribs
#3f221e,#f2eee2,#a05a46,baby_back_ribs
#56271a,#ab7142,#edb97b,baby_back_ribs
#a16e2e,#dddcd7,#39200e,baby_back_ribs
#4a1f09,#f9f4e7,#af601e,baby_back_ribs
#eac698,#4d1a11,#9e633b,baby_back_ribs
#2b1405,#714e21,#e5d4b0,baby_back_ribs
#6c4336,#f1ae70,#421511,baby_back_ribs
#e6b8a2,#421c08,#bb7545,baby_back_ribs
#c1932a,#622b24,#eaea91,baby_back_ribs
#a98550,#533021,#cec3b3,baby_back_ribs
#efe498,#562f0d,#b39d13,baby_back_ribs
#ac8547,#49301d,#eae1c8,baby_back_ribs
#e7d3b9,#573b2a,#cb9f74,baby_back_ribs
#edc18b,#331b14,#c35f32,baby_back_ribs
#2a1508,#c6b38e,#76603c,baby_back_ribs
#3a2823,#dc9c2f,#abc0ad,baby_back_ribs
#daddba,#a27a31,#352a21,baby_back_ribs
#6e4530,#220d0f,#b49f82,baby_back_ribs
#462d17,#c3a433,#ece1af,baby_back_ribs
#2f1106,#f0d497,#af6c20,baby_back_ribs
#521905,#f3cca1,#966127,baby_back_ribs
#eee3ca,#453642,#9c857d,baby_back_ribs
#cb6145,#4b2215,#eec2b0,baby_back_ribs
#9b7f4f,#39140d,#d3cbc8,baby_back_ribs
#803719,#d9954d,#3b1709,baby_back_ribs
#8b7659,#3d251d,#b8b6a8,baby_back_ribs
#532f1c,#cfcbc2,#a9835b,baby_back_ribs
#936c4b,#4b2616,#ead4b4,baby_back_ribs
#6c2c14,#e6c9a9,#c76f2d,baby_back_ribs
#806c58,#3d1b14,#d8dace,baby_back_ribs
#dadecc,#281f24,#c7a72c,baby_back_ribs
#351c0e,#dcbba2,#957c50,baby_back_ribs
#a95429,#431113,#d99159,baby_back_ribs
#b1aca7,#2f130d,#847050,baby_back_ribs
#3b241b,#d5c6ad,#96774e,baby_back_ribs
#481911,#b58346,#e5e2ce,baby_back_ribs
#f4e4d4,#361816,#ad825b,baby_back_ribs
#371a18,#e0c8ac,#b68253,baby_back_ribs
#8e4943,#c3a989,#2d0d24,baby_back_ribs
#cdb8a0,#391d1b,#866d5d,baby_back_ribs
#8b7c4c,#bcbab4,#4d2a16,baby_back_ribs
#8f6a69,#f7f4f7,#4a2524,baby_back_ribs
#25120e,#cec8c2,#7e644c,baby_back_ribs
#291616,#e1c9d2,#6e535b,baby_back_ribs
#240707,#ebc495,#722920,baby_back_ribs
#c9c2bb,#271711,#bb951d,baby_back_ribs
#a28046,#56310e,#f1e3b4,baby_back_ribs
#4a2c06,#b6a43b,#f3e9b6,baby_back_ribs
#d9caba,#28170d,#98792e,baby_back_ribs
#1a1d19,#b6cadb,#9b7680,baby_back_ribs
#a66034,#302729,#f5d37f,baby_back_ribs
#5d2d1e,#905a45,#caaf98,baby_back_ribs
#6b3220,#fae4c8,#c67f53,baby_back_ribs
#d9c6a8,#482015,#c28b4f,baby_back_ribs
#eee2ca,#5a2611,#cd9536,baby_back_ribs
#f2be45,#772807,#d36d18,baby_back_ribs
#291b14,#665e43,#a4a17d,baby_back_ribs
#58281a,#dbcec5,#b58045,baby_back_ribs
#943b41,#d2cdd8,#381e20,baby_back_ribs
#86806f,#c4ca94,#58332d,baby_back_ribs
#d48c52,#f7ebd1,#69281b,baby_back_ribs
#1d140d,#d8d6c4,#716343,baby_back_ribs
#563020,#f3d4aa,#b99365,baby_back_ribs
#522b2b,#eee9da,#cfa368,baby_back_ribs
#362023,#cec2c9,#816465,baby_back_ribs
#79483d,#d4bda2,#2d1110,baby_back_ribs
#db831e,#912d05,#2d4015,baby_back_ribs
#3e2313,#beb8a3,#83592d,baby_back_ribs
#a5674a,#e7cd99,#4e1926,baby_back_ribs
#431a16,#ead7c1,#a47e5f,baby_back_ribs
#4c2225,#b68e2b,#d7e1aa,baby_back_ribs
#4a2512,#eecfae,#ad7837,baby_back_ribs
#2c1c0e,#ece0bf,#886545,baby_back_ribs
#a27b46,#44230f,#d9cdb1,baby_back_ribs
#6c603a,#2b2211,#efeb89,baby_back_ribs
#9a6e48,#3b180f,#d5b595,baby_back_ribs
#50332d,#deddd6,#a77564,baby_back_ribs
#f9f7b3,#432717,#cea43a,baby_back_ribs
#4c353d,#ecebe5,#af9074,baby_back_ribs
#301d20,#c7c4d8,#905b51,baby_back_ribs
#af6e4f,#dfdcd1,#4c281f,baby_back_ribs
#522a1a,#ead7ae,#a0744d,baby_back_ribs
#e3e6d1,#241408,#d2b424,baby_back_ribs
#402e1b,#e2f1de,#b8932f,baby_back_ribs
#cac0b5,#846c5d,#3c2b1f,baby_back_ribs
#441e0c,#94735d,#040100,baby_back_ribs
#e2e0bf,#291b0d,#896122,baby_back_ribs
#32192d,#dfbbd3,#77537b,baby_back_ribs
#e9e3d8,#48321a,#be8d42,baby_back_ribs
#4d1429,#e4cc87,#99423a,baby_back_ribs
#c2c3c5,#422b24,#978467,baby_back_ribs
#ddcd6d,#2e2f32,#9c8541,baby_back_ribs
#2c1f22,#d0b49e,#886c56,baby_back_ribs
#bf661b,#622815,#c8c0ac,baby_back_ribs
#7c5c42,#c29c6f,#2b1311,baby_back_ribs
#503824,#977447,#d5bc97,baby_back_ribs
#d0d1bd,#1c1412,#856c40,baby_back_ribs
#42291a,#b3cbd5,#8c815f,baby_back_ribs
#9c4526,#390b12,#c79a6e,baby_back_ribs
#5e0535,#e4c274,#c12c36,baby_back_ribs
#9f7b47,#431e14,#ccbba3,baby_back_ribs
#a37450,#643d28,#e0d1c3,baby_back_ribs
#917753,#d4d9c9,#45352c,baby_back_ribs
#87776a,#4a2c21,#c5cbc3,baby_back_ribs
#94714d,#3c2018,#e3ddd1,baby_back_ribs
#a98659,#5b3720,#cab8a2,baby_back_ribs
#5c1f0f,#97502d,#f1d0ab,baby_back_ribs
#815b41,#401c13,#e1cfab,baby_back_ribs
#a77c54,#f2e9cf,#553221,baby_back_ribs
#461f3e,#c0cfc5,#866e7a,baby_back_ribs
#60250f,#ca8633,#e7e2d6,baby_back_ribs
#e1d1b7,#3f221b,#937d63,baby_back_ribs
#3a322d,#e6cd9e,#937665,baby_back_ribs
#d9c3ae,#5a200c,#a47545,baby_back_ribs
#42230c,#9c7c42,#ddd8b2,baby_back_ribs
#ece5df,#2c180b,#9a7849,baby_back_ribs
#aa7729,#52220a,#ebc078,baby_back_ribs
#9a702d,#b7b6a0,#312414,baby_back_ribs
#520e19,#dba86f,#ad4626,baby_back_ribs
#5b5a50,#a4a4a0,#1e1813,baby_back_ribs
#864a33,#d4b693,#421a12,baby_back_ribs
#ddd0c4,#663f39,#997a6f,baby_back_ribs
#351e3d,#e4dcda,#905652,baby_back_ribs
#90302d,#2c191b,#c9b198,baby_back_ribs
#b3803a,#563624,#edc4a1,baby_back_ribs
#82997b,#17150d,#4a553b,baby_back_ribs
#3b0d21,#ddc695,#a5533b,baby_back_ribs
#936e5f,#e4e3e0,#5b372e,baby_back_ribs
#ab5c33,#ebb983,#571c10,baby_back_ribs
#c35f33,#f6e0b4,#6e1f10,baby_back_ribs
#e3cc73,#341018,#ab7f37,baby_back_ribs
#bcb6a7,#382019,#7e5e48,baby_back_ribs
#b18638,#f7e6c0,#573610,baby_back_ribs
#c9bea8,#170e0a,#604834,baby_back_ribs
#1a1615,#d8d3c2,#635248,baby_back_ribs
#dbcdc7,#8d7569,#451f13,baby_back_ribs
#f8ebac,#6f2217,#ac6f69,baby_back_ribs
#f1e7e4,#56212b,#b46f6a,baby_back_ribs
#996341,#e9e1ce,#433f38,baby_back_ribs
#371109,#b5502c,#e2a083,baby_back_ribs
#e6af6e,#4c1310,#a95d29,baby_back_ribs
#2b1d1b,#d1b393,#915135,baby_back_ribs
#a7804f,#49240f,#d2cabc,baby_back_ribs
#64414c,#ebe4de,#a3868e,baby_back_ribs
#9d9171,#4f2914,#d8e2d7,baby_back_ribs
#815d3d,#bac7bf,#231c1e,baby_back_ribs
#2a1d16,#e3ebea,#544a42,baby_back_ribs
#f1f0ec,#662824,#9e5e59,baby_back_ribs
#370c0a,#f9f2da,#e2a555,baby_back_ribs
#dbce9f,#2a1e0f,#7c632d,baby_back_ribs
#e1cd6b,#291b1a,#826642,baby_back_ribs
